,Applied,Gender,Payment_Method,Location,Received,Id,Reason,Date,Age,Area,True_False
15995,$900.00,M,AV,M,$900.00,GHI000084252,CR,20-Mar-20,30-34,AM,0
23050,$420.00,F,AV,PP,$420.00,GHI000203014,CR,28-Mar-19,35-39,AM,0
29684,"$1,300.00",F,AV,PP,"$1,300.00",GHI000134162,CR,14-Sep-17,25-29,AM,0
3292,"$1,350.00",F,AV,PP,"$1,350.00",GHI000214788,CR,23-Mar-17,30-34,AM,0
4397,"$1,265.00",M,RP,PP,"$1,265.00",GHI000154884,CR,11-May-17,20-24,AM,0
1350,$760.00,M,AV,M,$760.00,GHI000877574,CR,24-Jan-20,25-29,BP,0
25517,$297.00,F,AV,PP,$296.84,GHI000229632,CR,19-Oct-20,30-34,O,0
2040,"$2,000.00",F,AV,M,"$2,000.00",GHI000149262,CR,27-Sep-18,35-39,BP,0
3384,$660.00,F,AV,NE,$660.00,GHI000342272,CR,06-Apr-18,45-49,NL,0
37486,$260.00,F,AV,PP,$260.00,GHI000076589,CR,02-Jul-19,45-49,AM,0
20675,$320.00,F,AV,M,$320.00,GHI001313565,CR,07-Apr-17,20-24,T,0
4766,$150.00,M,AV,M,$150.00,GHI001006099,CR,22-Dec-16,30-34,EC,0
28761,$600.00,F,AV,M,$600.00,GHI001595392,CR,10-Sep-18,30-34,C,0
8909,$288.00,F,AV,M,$287.50,GHI000208391,CR,19-Mar-18,18-19,O,1
31211,"$1,040.00",F,RP,PP,"$1,040.00",GHI000137495,CR,22-May-18,20-24,AM,0
30213,$380.00,F,AV,NE,$380.00,GHI000134676,CR,24-Jul-18,25-29,AM,0
8967,$546.00,F,AV,M,$546.25,GHI000208391,CR,26-Apr-19,55-59,AM,1
6767,"$1,620.00",F,AV,M,"$1,620.00",GHI000162572,CR,01-Jul-20,20-24,O,0
37568,$280.00,M,RP,M,$280.00,GHI000076589,CR,02-Nov-18,25-29,AM,0
26025,$523.00,F,AV,M,$523.00,GHI000314145,CR,28-May-18,35-39,T,0
15378,$225.00,M,AV,O,$225.00,GHI000160129,CR,01-Jun-18,65+,C,0
10916,$650.00,M,AV,M,$650.00,GHI001590788,CR,07-Jul-20,25-29,AM,0
17767,$100.00,F,AV,O,$100.00,GHI001722888,CR,17-May-19,18-19,C,0
36335,$285.00,F,AV,NE,$285.00,GHI000079891,CR,13-Apr-18,50-54,O,0
13648,$530.00,F,AV,NE,$530.00,GHI000098844,CR,29-Jun-18,65+,C,0
7631,"$3,075.00",F,AV,M,"$3,075.00",GHI000151115,CR,14-Feb-18,25-29,AM,0
10793,$200.00,M,RP,NE,$200.00,GHI000078662,CR,07-Dec-17,60-64,AM,0
6513,$300.00,M,AV,M,$300.00,GHI001357841,CR,25-Jun-18,50-54,W,0
3602,"$2,320.00",M,AV,M,"$2,320.00",GHI000199468,CR,14-Jul-20,25-29,AM,0
3952,$300.00,M,AV,M,$300.00,GHI000960006,CR,30-Mar-20,30-34,BP,0
21488,$200.00,F,AV,O,$200.00,GHI002048013,CR,30-Oct-20,50-54,O,0
2326,"$1,500.00",F,AV,O,"$1,500.00",GHI000489486,CR,23-Aug-18,35-39,T,0
28894,$450.00,M,AV,M,$450.00,GHI000084353,CR,26-Jun-17,55-59,AM,0
11369,$210.00,F,AV,NE,$210.00,GHI000943875,CR,28-Feb-20,30-34,Wlg,0
8487,"$1,680.00",F,AV,M,"$1,680.00",GHI001873411,CR,21-Jan-20,40-44,S,0
19586,"$3,475.00",F,AV,M,"$3,474.75",GHI000238920,CR,15-May-18,20-24,AM,0
26857,"$1,590.00",M,AV,O,"$1,590.00",GHI001677614,CR,14-Feb-19,65+,AM,0
20665,$410.00,M,AV,O,$410.00,GHI001444121,CR,20-Nov-17,35-39,Wlg,0
25715,$467.00,M,AV,M,$466.55,GHI000383249,CR,16-Jul-20,65+,EC,0
18043,$720.00,M,AV,M,$720.00,GHI001675573,CR,23-Nov-20,30-34,AM,0
19139,$400.00,M,AV,NE,$400.00,GHI001375249,CR,13-Jul-17,45-49,C,0
6216,$200.00,F,AV,M,$200.00,GHI000087681,CR,31-May-17,25-29,BP,0
5463,"$1,400.00",F,AV,NE,"$1,400.00",GHI000930591,CR,27-Aug-19,35-39,S,0
735,$300.00,F,AV,M,$300.00,GHI002023944,CR,06-Aug-20,20-24,O,0
9645,$416.00,M,RP,M,$416.00,GHI000093470,CR,24-Nov-20,50-54,O,0
189,$460.00,M,RP,PP,$460.00,GHI001357314,CR,07-Jan-20,35-39,EC,0
33949,$280.00,M,AV,NE,$280.00,GHI001315607,CR,20-Jun-18,20-24,AM,0
33687,$160.00,F,AV,M,$160.00,GHI000134149,CR,10-Nov-20,30-34,O,0
26455,$550.00,F,AV,PP,$550.00,GHI000919563,CR,09-Jun-20,50-54,AM,0
15925,$350.00,M,AV,M,$350.00,GHI000084252,CR,13-Jun-19,40-44,AM,0
16657,$644.00,F,AV,O,$644.00,GHI001676801,CR,12-Jun-19,25-29,O,0
35956,$200.00,M,AV,M,$200.00,GHI000179530,CR,11-Jan-17,35-39,T,0
27125,"$1,520.00",M,AV,O,"$1,520.00",GHI001014535,CR,13-Jul-18,50-54,BP,0
21051,$900.00,F,AV,NE,$900.00,GHI000392960,CR,22-Jun-17,35-39,Wlg,0
35973,$330.00,F,AV,M,$330.00,GHI000179530,CR,04-Jul-17,20-24,T,0
9572,$753.00,M,AV,O,$753.30,GHI000188948,CR,17-Sep-20,65+,C,0
12147,$226.00,F,AV,M,$226.00,GHI001304576,CR,09-Aug-19,30-34,O,0
31571,"$2,112.00",M,AV,M,"$2,111.50",GHI000137495,CR,22-Sep-17,65+,AM,0
29197,$300.00,M,AV,NE,$300.00,GHI001613851,CR,03-Jun-20,20-24,AM,0
24329,"$1,900.00",M,AV,PP,"$1,900.00",GHI000076584,CR,29-Nov-18,20-24,AM,0
7481,"$1,160.00",F,AV,PP,"$1,160.00",GHI000151115,CR,24-Oct-19,60-64,AM,0
10807,$230.00,M,AV,NE,$230.00,GHI000078662,CR,07-Jun-17,55-59,AM,0
722,$330.00,F,AV,NE,$330.00,GHI000166435,CR,28-Jan-19,35-39,C,0
26745,$230.00,F,AV,M,$230.00,GHI000640809,CR,21-Sep-17,35-39,NL,0
30254,"$1,520.00",M,AV,O,"$1,520.00",GHI000322562,CR,30-Oct-18,65+,AM,0
17244,$400.00,M,AV,NE,$400.00,GHI000208151,CR,09-Sep-19,60-64,NL,0
32062,"$1,180.00",F,AV,NE,"$1,180.00",GHI000142391,CR,08-Nov-19,40-44,AM,0
38052,$350.00,M,AV,NE,$350.00,GHI000209154,CR,04-Oct-19,45-49,C,0
8561,$782.00,F,AV,PP,$782.00,GHI000254234,CR,14-Mar-19,55-59,AM,0
12077,$248.00,F,RP,M,$248.00,GHI001304576,CR,14-Aug-18,35-39,O,0
13230,$140.00,F,AV,M,$140.00,GHI000143713,CR,13-Mar-18,25-29,O,0
22453,"$1,120.00",F,AV,NE,"$1,120.00",GHI000786181,CR,01-Apr-19,45-49,T,0
23237,"$1,440.00",F,AV,M,"$1,440.00",GHI000157488,CR,22-Oct-20,35-39,Wlg,0
3389,$400.00,F,AV,M,$400.00,GHI000342272,CR,27-Jun-18,35-39,NL,0
6422,$124.00,F,AV,M,$124.00,GHI000163145,CR,17-Feb-17,20-24,Wlg,0
15310,"$1,133.00",M,AV,M,"$1,133.33",GHI002065664,CR,15-Sep-20,50-54,O,0
26979,$185.00,M,AV,O,$185.00,GHI000222795,CR,27-Apr-17,65+,C,0
4466,$140.00,M,AV,M,$140.00,GHI000082061,CR,16-Apr-19,20-24,T,0
34321,"$1,840.00",F,AV,NE,"$1,840.00",GHI000141152,CR,24-Apr-19,25-29,AM,0
33623,"$1,100.00",F,AV,M,"$1,100.00",GHI000134149,CR,06-Mar-19,20-24,AM,0
10765,"$1,540.00",F,AV,M,"$1,540.00",GHI001747712,CR,16-Jun-20,30-34,C,0
1632,$800.00,F,AV,NE,$800.00,GHI000258822,CR,09-Oct-17,45-49,NL,0
15963,$700.00,M,AV,NE,$700.00,GHI000084252,CR,05-Nov-19,50-54,AM,0
31871,"$1,700.00",M,AV,PP,"$1,700.00",GHI000137495,CR,31-Jul-20,55-59,AM,0
34169,$300.00,M,AV,NE,$300.00,GHI000141152,CR,12-Oct-17,45-49,AM,0
7703,"$2,600.00",F,AV,PP,"$2,600.00",GHI000151115,CR,06-Dec-18,35-39,AM,0
13664,"$1,050.00",M,AV,NE,"$1,050.00",GHI000098844,CR,27-Jul-17,65+,C,0
24023,$250.00,F,AV,O,$250.00,GHI000152327,CR,16-Apr-18,55-59,AM,0
984,$800.00,F,AV,M,$800.00,GHI000877574,CR,13-Jul-18,40-44,BP,0
17915,"$1,080.00",F,AV,M,"$1,080.00",GHI000955908,CR,21-Feb-18,45-49,AM,0
25188,$430.00,F,AV,M,$430.00,GHI001705027,CR,04-Aug-20,30-34,NL,0
5749,$250.00,M,AV,M,$250.00,GHI000086163,CR,29-Nov-17,25-29,BP,0
6501,$600.00,F,AV,NE,$600.00,GHI000136201,CR,28-Dec-16,20-24,EC,0
16668,$874.00,M,AV,M,$874.00,GHI001676801,CR,28-Feb-20,20-24,AM,0
36967,$391.00,F,RP,NE,$391.40,GHI000514859,CR,06-Dec-17,30-34,O,0
17832,$230.00,F,AV,PP,$230.00,GHI000955908,CR,14-Sep-18,50-54,AM,0
26049,$455.00,M,AV,NE,$454.66,GHI000191807,CR,07-Jul-20,65+,C,0
38372,$840.00,F,AV,M,$840.00,GHI002043656,CR,03-Sep-20,30-34,AM,0
29881,"$2,200.00",F,AV,O,"$2,200.00",GHI000132614,CR,25-Jul-19,20-24,AM,0
37473,$840.00,M,RP,O,$840.00,GHI000076589,CR,08-Feb-19,55-59,AM,0
714,$325.00,F,RP,M,$325.00,GHI001057280,CR,08-Feb-17,40-44,NL,0
27570,$840.00,F,AV,NE,$840.00,GHI000080925,CR,10-Feb-20,40-44,W,0
32461,$440.00,F,AV,PP,$440.00,GHI000141841,CR,13-Sep-19,18-19,AM,0
10949,"$2,600.00",F,AV,M,"$2,600.00",GHI001590788,CR,27-May-20,40-44,AM,0
24264,"$2,280.00",F,RP,M,"$2,280.00",GHI000076584,CR,12-Sep-17,50-54,AM,0
8493,"$1,600.00",F,AV,M,"$1,600.00",GHI000203811,CR,09-Jan-18,20-24,AM,0
4965,"$1,280.00",F,RP,M,"$1,280.00",GHI001263894,CR,15-Aug-17,20-24,BP,0
25271,$408.00,F,AV,M,$408.25,GHI001568261,CR,13-Dec-19,25-29,T,0
33996,"$1,240.00",F,AV,NE,"$1,240.00",GHI001315607,CR,20-Jul-20,20-24,O,0
33954,$530.00,F,AV,M,$530.00,GHI001315607,CR,27-Aug-18,30-34,AM,0
8173,$450.00,F,AV,O,$450.00,GHI000713986,CR,17-Aug-20,40-44,C,0
10976,"$1,100.00",M,AV,M,"$1,100.00",GHI001590788,CR,21-Sep-20,17,O,0
5369,"$1,650.00",F,AV,O,"$1,650.00",GHI000147987,CR,15-Jul-19,25-29,O,0
29841,$560.00,F,AV,PP,$560.00,GHI000132614,CR,21-Jun-19,25-29,AM,0
11449,$106.00,M,AV,O,$106.00,GHI000141852,CR,03-Oct-18,25-29,O,0
3910,$395.00,F,AV,M,$395.00,GHI001418752,CR,10-Jan-18,30-34,C,0
21351,$600.00,M,AV,M,$600.00,GHI001761792,CR,12-Sep-19,20-24,AM,0
35600,"$1,500.00",F,AV,M,"$1,500.00",GHI000088604,CR,27-Nov-19,20-24,AM,0
38701,$160.00,M,RP,M,$160.00,GHI000873223,CR,13-Jan-17,20-24,EC,0
6315,$695.00,F,AV,M,$695.18,GHI000080711,CR,28-Aug-17,55-59,W,0
3479,"$1,120.00",F,AV,M,"$1,120.00",GHI001187334,CR,27-Jun-17,30-34,AM,1
32865,$134.00,M,AV,PP,$134.29,GHI000140573,CR,03-Apr-19,45-49,AM,0
16560,$640.00,F,RP,M,$640.00,GHI001571584,CR,01-May-19,25-29,EC,0
2379,"$1,155.00",F,AV,M,"$1,155.00",GHI001315079,CR,29-Aug-18,30-34,AM,0
20039,$550.00,F,AV,M,$550.00,GHI000143720,CR,21-Feb-19,25-29,W,0
4652,$310.00,M,AV,NE,$310.00,GHI001860105,CR,18-Dec-19,16,O,0
9141,$120.00,M,AV,O,$120.00,GHI000137530,CR,13-Jan-17,20-24,AM,0
24030,"$1,204.00",F,AV,M,"$1,204.00",GHI000152327,CR,10-May-19,25-29,AM,0
38008,"$1,440.00",F,AV,NE,"$1,440.00",GHI000429326,CR,05-Feb-18,30-34,Wlg,0
24444,$495.00,F,RP,PP,$495.00,GHI000078226,CR,17-Dec-18,45-49,AM,0
15819,$280.00,M,RP,M,$280.00,GHI000084252,CR,19-Jun-18,45-49,AM,0
14921,$228.00,F,AV,M,$228.00,GHI000135471,CR,05-Dec-19,50-54,O,0
27916,$176.00,M,AV,M,$176.15,GHI000556035,CR,28-Aug-20,45-49,T,0
2006,$880.00,F,AV,M,$880.00,GHI000437255,CR,04-May-18,25-29,AM,0
16106,$900.00,F,RP,O,$900.00,GHI000084252,CR,28-Jul-17,20-24,AM,0
15179,"$1,185.00",F,AV,M,"$1,185.00",GHI001128213,CR,24-Oct-18,35-39,Wlg,0
29078,"$1,380.00",M,AV,PP,"$1,380.00",GHI000084353,CR,13-May-20,20-24,AM,0
16349,$360.00,M,AV,NE,$360.00,GHI000084252,CR,06-Jan-20,30-34,AM,0
36396,$370.00,M,AV,NE,$370.00,GHI000079891,CR,15-Sep-17,40-44,O,0
7600,"$2,400.00",M,AV,O,"$2,400.00",GHI000151115,CR,08-Sep-17,50-54,AM,0
33358,$395.00,F,AV,NE,$395.00,GHI000133139,CR,25-Jul-18,35-39,AM,0
25856,$557.00,F,AV,M,$556.70,GHI000872458,CR,04-Jun-20,60-64,T,0
25989,$545.00,M,AV,NE,$544.85,GHI000964616,CR,01-Nov-18,55-59,BP,0
16912,$713.00,M,RP,PP,$713.00,GHI000612097,CR,26-Nov-18,35-39,AM,0
18104,$90.00,F,AV,M,$90.00,GHI000096790,CR,01-Sep-17,60-64,N,0
21252,$470.00,F,AV,PP,$470.00,GHI001477123,CR,30-Jan-18,25-29,AM,0
17327,$390.00,F,AV,PP,$390.00,GHI000208151,CR,26-Nov-20,65+,NL,0
22409,"$1,100.00",F,AV,M,"$1,100.00",GHI001513223,CR,12-Feb-20,35-39,AM,0
31488,"$1,260.00",F,AV,O,"$1,260.00",GHI000137495,CR,06-Apr-17,50-54,AM,0
20066,$150.00,M,AV,M,$150.00,GHI000143720,CR,12-Jun-19,35-39,W,0
28392,$259.00,F,AV,M,$259.00,GHI001953280,CR,22-May-20,18-19,W,0
21532,"$1,229.00",F,RP,NE,"$1,229.00",GHI000925455,CR,06-Apr-17,55-59,C,0
17388,$502.00,F,AV,M,$502.03,GHI001003269,CR,19-May-17,45-49,BP,0
4023,$285.00,M,RP,M,$285.00,GHI000275983,CR,18-Jul-17,20-24,AM,0
36640,$344.00,F,AV,NE,$344.00,GHI001115143,CR,17-Jul-18,35-39,C,0
16480,$185.00,F,AV,U,$185.00,GHI001571584,CR,07-Dec-18,20-24,EC,0
35252,"$1,900.00",F,AV,NE,"$1,900.00",GHI000723974,CR,10-Oct-19,60-64,AM,0
3676,"$3,260.00",F,AV,O,"$3,259.50",GHI000844803,CR,22-Mar-18,20-24,AM,0
19595,"$1,200.00",F,AV,NE,"$1,200.00",GHI000238920,CR,26-Jul-18,25-29,AM,0
20177,$300.00,M,AV,NE,$300.00,GHI000143720,CR,01-Sep-17,30-34,W,0
38363,$300.00,M,AV,NE,$300.00,GHI000303370,CR,11-Jan-19,55-59,AM,0
5405,$265.00,F,AV,U,$265.00,GHI000930591,CR,06-Mar-19,20-24,S,0
3300,$200.00,M,AV,NE,$200.00,GHI000275472,CR,08-Feb-17,60-64,BP,0
29357,$580.00,M,AV,O,$580.00,GHI001374720,CR,14-Jul-17,30-34,AM,0
6685,$472.00,M,AV,PP,$471.50,GHI000083247,CR,05-Sep-17,35-39,EC,0
37249,"$1,760.00",M,AV,M,"$1,760.00",GHI000172070,CR,08-Oct-19,45-49,AM,0
38256,"$1,460.00",F,AV,NE,"$1,460.00",GHI001065478,CR,15-Aug-18,25-29,C,0
10633,$384.00,M,AV,M,$383.53,GHI000164365,CR,30-Jul-20,35-39,C,0
3227,"$1,800.00",F,AV,M,"$1,800.00",GHI000086145,CR,16-Feb-18,20-24,AM,0
17449,$420.00,F,AV,PP,$420.00,GHI000095310,CR,29-Aug-19,25-29,C,0
32118,$420.00,F,AV,NE,$420.00,GHI000134160,CR,22-May-17,40-44,AM,0
30445,$80.00,F,AV,M,$80.00,GHI000135448,CR,12-Dec-18,25-29,AM,0
38624,$500.00,M,AV,M,$500.00,GHI001442325,CR,21-Mar-19,18-19,AM,0
34781,$865.00,F,RP,M,$864.60,GHI001336322,CR,19-May-17,25-29,AM,0
8256,"$2,400.00",F,AV,M,"$2,400.00",GHI000612374,CR,16-Feb-17,45-49,AM,0
2383,"$1,185.00",M,AV,M,"$1,185.00",GHI001315079,CR,14-Sep-18,45-49,AM,0
1760,"$1,416.00",F,RP,NE,"$1,416.25",GHI000094256,CR,26-Jun-17,40-44,S,0
12882,$600.00,M,AV,M,$600.00,GHI000087300,CR,03-Mar-20,45-49,BP,0
20738,$395.00,F,AV,NE,$395.00,GHI001740032,CR,25-Jun-19,25-29,C,0
16037,$720.00,M,RP,M,$720.00,GHI000084252,CR,22-Sep-20,25-29,AM,0
31624,"$1,210.00",F,AV,NE,"$1,210.15",GHI000137495,CR,26-Jan-18,20-24,AM,0
15808,$640.00,M,AV,O,$640.00,GHI000084252,CR,11-May-18,25-29,AM,0
23899,$220.00,M,RP,M,$220.00,GHI000641537,CR,06-Apr-17,40-44,AM,0
17502,$720.00,F,AV,NE,$720.00,GHI002047749,CR,25-Aug-20,20-24,O,0
35045,$600.00,F,AV,M,$600.00,GHI001942024,CR,21-Sep-20,25-29,O,0
3025,$125.00,F,AV,M,$125.00,GHI001560064,CR,08-Oct-19,25-29,C,0
30250,$900.00,F,AV,M,$900.00,GHI000322562,CR,27-Aug-20,65+,AM,0
25492,"$1,072.00",M,AV,M,"$1,072.29",GHI001115660,CR,16-Apr-19,20-24,EC,0
25213,$561.00,F,AV,PP,$561.20,GHI000692498,CR,13-Mar-18,55-59,AM,0
845,$560.00,M,AV,M,$560.00,GHI000878855,CR,05-Nov-18,20-24,AM,0
11437,$155.00,M,AV,NE,$155.00,GHI000141852,CR,14-Sep-18,20-24,O,0
32883,$739.00,F,AV,NE,$738.57,GHI000140573,CR,24-Jun-19,30-34,AM,0
16954,"$1,203.00",M,AV,M,"$1,202.90",GHI000734730,CR,20-Jun-19,65+,AM,0
33327,$450.00,M,AV,U,$450.00,GHI000133139,CR,06-Mar-17,25-29,AM,0
29317,$280.00,M,AV,M,$280.00,GHI000951554,CR,01-Feb-17,40-44,AM,0
35622,$350.00,F,AV,O,$350.00,GHI000143177,CR,21-Jun-18,40-44,N,0
35217,$210.00,F,AV,M,$210.00,GHI000645644,CR,27-Dec-18,40-44,EC,0
2594,$450.00,F,AV,PP,$450.00,GHI000873735,CR,21-Aug-17,30-34,AM,0
37100,$222.00,M,AV,M,$221.50,GHI000100361,CR,02-May-20,55-59,T,0
7420,$550.00,F,AV,M,$550.00,GHI000151115,CR,31-Dec-18,25-29,AM,0
32191,$788.00,F,AV,NE,$787.50,GHI000189185,CR,31-Oct-18,20-24,AM,0
33596,"$1,640.00",F,AV,NE,"$1,640.00",GHI000134149,CR,09-Mar-17,30-34,AM,0
34072,$340.00,M,AV,NE,$340.00,GHI000112394,CR,28-Sep-20,30-34,O,0
19647,"$1,200.00",F,AV,M,"$1,200.00",GHI000238920,CR,16-Jan-20,40-44,AM,0
5791,$340.00,M,RP,M,$340.00,GHI000097641,CR,23-Feb-18,18-19,N,0
5017,"$1,100.00",F,AV,M,"$1,100.00",GHI001263894,CR,23-Jul-18,45-49,BP,0
5698,$800.00,M,AV,NE,$800.00,GHI000134671,CR,18-Dec-18,20-24,N,0
2640,"$1,100.00",F,AV,M,"$1,100.00",GHI000873735,CR,26-Jan-17,25-29,AM,0
28168,$490.00,F,AV,NE,$490.00,GHI000131594,CR,23-Apr-20,35-39,NL,0
21441,"$1,080.00",F,AV,PP,"$1,080.00",GHI001761792,CR,09-Mar-20,20-24,AM,0
11684,$250.00,F,AV,U,$250.00,GHI000141852,CR,11-Mar-20,60-64,O,0
24128,$650.00,F,RP,M,$650.00,GHI000076584,CR,02-Oct-18,25-29,AM,0
11152,"$1,320.00",F,AV,M,"$1,320.00",GHI001252621,CR,27-Feb-19,20-24,AM,0
28618,$980.00,M,AV,M,$980.00,GHI001629955,CR,16-Oct-20,20-24,O,0
31892,"$1,920.00",F,RP,PP,"$1,920.00",GHI000137495,CR,26-Nov-20,35-39,AM,0
36826,$445.00,F,AV,M,$445.36,GHI000514848,CR,28-Feb-19,40-44,O,0
1402,$185.00,F,RP,NE,$185.00,GHI000184125,CR,27-Jun-18,25-29,C,0
5583,"$1,120.00",F,AV,M,"$1,120.00",GHI000138796,CR,02-Aug-17,20-24,EC,0
36104,$680.00,M,RP,M,$680.00,GHI000179530,CR,28-Aug-17,20-24,T,0
24899,"$2,000.00",M,RP,NE,"$2,000.00",GHI000854560,CR,24-Sep-19,35-39,AM,0
30129,"$1,920.00",F,AV,M,"$1,920.00",GHI000144676,CR,01-Aug-18,35-39,AM,0
3388,$600.00,F,AV,M,$600.00,GHI000342272,CR,18-Jun-18,35-39,NL,0
29991,$820.00,F,AV,M,$820.00,GHI000134156,CR,01-Dec-16,55-59,AM,0
19558,$555.00,F,AV,M,$554.95,GHI000238920,CR,12-Dec-17,35-39,AM,0
19976,$530.00,F,AV,M,$530.00,GHI000143720,CR,07-May-18,40-44,W,0
27171,$645.00,F,AV,O,$645.00,GHI001041942,CR,02-Jun-17,20-24,C,0
24278,$990.00,M,AV,M,$990.00,GHI000076584,CR,17-Jan-18,30-34,AM,0
11259,$320.00,F,AV,NE,$320.00,GHI000416270,CR,01-Apr-20,55-59,C,0
22073,"$3,500.00",F,AV,M,"$3,500.00",GHI001558278,CR,02-Oct-18,50-54,AM,0
23027,$295.00,F,AV,O,$295.00,GHI000203014,CR,01-May-18,50-54,AM,0
22962,"$1,000.00",F,AV,PP,"$1,000.00",GHI001169921,CR,06-Jun-18,18-19,W,0
35727,$600.00,F,AV,M,$600.00,GHI001011712,CR,16-Oct-17,18-19,C,0
36843,$216.00,M,AV,O,$216.00,GHI000097337,CR,06-May-20,50-54,C,0
6027,$500.00,M,RP,M,$500.00,GHI001645319,CR,04-Mar-19,30-34,AM,1
5966,$329.00,F,AV,M,$329.00,GHI001422851,CR,05-Oct-17,50-54,AM,0
1085,$230.00,M,AV,M,$230.00,GHI000877574,CR,25-Jun-19,55-59,BP,0
16784,$363.00,F,AV,M,$363.00,GHI000159284,CR,08-Jun-20,45-49,S,0
20493,"$1,200.00",F,AV,NE,"$1,200.00",GHI001305091,CR,10-Sep-18,45-49,AM,0
29949,$420.00,F,AV,U,$420.00,GHI000134156,CR,10-Jan-18,20-24,AM,0
32660,"$2,320.00",F,AV,M,"$2,320.00",GHI000141841,CR,21-Feb-20,50-54,AM,0
11699,$420.00,M,AV,M,$420.00,GHI000141852,CR,18-May-20,65+,O,0
62,$470.00,F,AV,NE,$470.00,GHI001425921,CR,11-Mar-19,25-29,AM,0
958,$400.00,M,AV,M,$400.00,GHI000877574,CR,07-Mar-18,45-49,BP,0
19103,"$1,560.00",F,AV,O,"$1,560.00",GHI001674498,CR,13-Feb-19,35-39,AM,0
12137,$564.00,M,AV,M,$564.00,GHI001304576,CR,27-May-19,65+,BP,0
34939,$189.00,M,AV,NE,$189.00,GHI001397769,CR,03-Apr-19,50-54,AM,0
30038,$20.00,M,AV,NE,$20.00,GHI000134156,CR,03-May-19,55-59,AM,0
818,$450.00,M,AV,O,$450.00,GHI000987394,CR,10-May-18,65+,BP,0
31811,$160.00,F,AV,M,$160.00,GHI000137495,CR,10-Oct-19,25-29,AM,0
6008,"$2,200.00",M,AV,M,"$2,200.00",GHI000881664,CR,19-Jul-19,35-39,AM,1
30246,"$1,180.00",F,AV,M,"$1,180.00",GHI000322562,CR,23-Jun-20,35-39,AM,0
26621,$360.00,M,AV,NE,$360.00,GHI000144139,CR,07-Sep-20,25-29,AM,0
36461,$760.00,F,AV,M,$760.00,GHI000079891,CR,15-Sep-20,25-29,BP,0
4899,$368.00,M,AV,NE,$368.00,GHI001263894,CR,28-Jul-17,40-44,BP,0
23566,"$1,275.00",M,AV,NE,"$1,275.00",GHI001443587,CR,14-Dec-17,25-29,W,0
12199,$226.00,F,AV,M,$226.00,GHI001304576,CR,03-Mar-20,25-29,O,0
35978,$170.00,M,RP,M,$170.00,GHI000179530,CR,28-Aug-17,20-24,T,0
19154,"$2,509.00",F,AV,M,"$2,509.25",GHI000723971,CR,19-Feb-20,35-39,AM,0
37615,$300.00,M,RP,O,$300.00,GHI000076589,CR,23-Dec-19,40-44,AM,0
1664,"$1,500.00",M,AV,O,"$1,500.00",GHI000933645,CR,17-Feb-17,30-34,AM,0
7781,"$2,020.00",F,AV,M,"$2,020.00",GHI000151115,CR,29-Oct-19,65+,AM,0
6275,$400.00,M,AV,NE,$400.00,GHI001122585,CR,07-Aug-19,25-29,C,0
774,"$1,230.00",F,AV,O,"$1,230.00",GHI000075896,CR,19-Jul-17,55-59,AM,0
21081,$411.00,F,AV,NE,$410.50,GHI000183813,CR,16-Aug-19,35-39,S,0
37359,$200.00,F,AV,M,$200.00,GHI000157228,CR,19-Nov-18,20-24,S,0
