,Applied,Gender,Payment_Method,Location,Received,Id,Reason,Date,Age,Area,True_False
18940,$210.00,F,AV,NE,$210.00,GHI001410824,CR,20-Sep-17,50-54,N,0
32980,$874.00,M,AV,NE,$874.29,GHI000140573,CR,04-Sep-20,25-29,AM,0
12601,$920.00,F,AV,NE,$920.00,GHI000161372,CR,07-Nov-19,20-24,W,0
10481,$195.00,F,AV,M,$195.00,GHI000155159,CR,08-Feb-19,30-34,BP,0
7242,$200.00,M,AV,M,$200.00,GHI001515014,CR,28-Aug-18,40-44,C,0
29138,$170.00,M,AV,M,$170.00,GHI000084353,CR,20-Sep-18,20-24,AM,0
8099,$225.00,M,RP,NE,$225.00,GHI000217389,CR,23-Jun-20,20-24,C,0
33619,"$1,300.00",M,AV,NE,"$1,300.00",GHI000134149,CR,05-Sep-18,60-64,AM,0
30031,"$1,900.00",F,AV,M,"$1,900.00",GHI000134156,CR,18-Dec-18,25-29,W,0
35608,"$1,040.00",F,AV,M,"$1,040.00",GHI001966344,CR,19-Nov-20,20-24,O,0
37170,$100.00,M,AV,M,$100.00,GHI001457921,CR,30-Oct-20,50-54,O,0
22939,$900.00,F,AV,O,$900.00,GHI000143715,CR,26-Apr-19,45-49,S,0
9745,"$2,371.00",F,AV,NE,"$2,370.56",GHI000443929,CR,23-Jun-20,45-49,BP,0
35586,"$1,410.00",F,AV,NE,"$1,410.00",GHI000088604,CR,28-Sep-18,65+,AM,0
16119,$960.00,M,AV,NE,$960.00,GHI000084252,CR,19-Sep-17,35-39,AM,0
24665,$320.00,F,AV,M,$320.00,GHI000170760,CR,05-Sep-18,25-29,AM,0
15079,$318.00,M,AV,NE,$318.00,GHI000135471,CR,18-Sep-20,20-24,O,0
8886,$598.00,F,AV,M,$598.00,GHI000208391,CR,02-May-17,45-49,AM,1
877,$150.00,F,AV,NE,$150.00,GHI000877574,CR,27-Feb-17,40-44,BP,0
13985,"$1,200.00",F,AV,NE,"$1,200.00",GHI000468238,CR,24-Jun-20,30-34,C,0
358,$315.00,M,AV,NE,$315.00,GHI000250631,CR,16-Nov-20,25-29,AM,0
36008,$350.00,F,AV,NE,$350.00,GHI000179530,CR,23-Oct-18,20-24,T,0
10938,"$2,400.00",M,AV,O,"$2,400.00",GHI001590788,CR,30-Oct-18,20-24,AM,0
38338,$340.00,F,AV,M,$340.00,GHI001618707,CR,13-Jul-20,35-39,O,0
6522,$500.00,M,AV,NE,$500.00,GHI001677824,CR,04-Dec-19,30-34,W,0
17621,$265.00,F,AV,M,$265.00,GHI000122632,CR,29-May-17,50-54,C,0
30599,$310.00,F,AV,O,$310.00,GHI000145495,CR,31-Jan-18,25-29,NL,0
5589,"$1,360.00",F,AV,M,"$1,360.00",GHI000138796,CR,05-Oct-17,65+,EC,0
1530,"$1,160.00",M,RP,PP,"$1,160.00",GHI001199878,CR,04-Jul-19,40-44,W,0
12007,$210.00,F,AV,M,$210.00,GHI001304576,CR,06-Dec-17,25-29,O,0
28012,$450.00,F,AV,M,$450.00,GHI000095775,CR,02-Jul-20,25-29,W,0
20954,$370.00,F,AV,NE,$370.00,GHI002012163,CR,14-Jul-20,20-24,S,0
37859,$400.00,M,AV,NE,$400.00,GHI000583184,CR,14-Dec-18,25-29,W,0
11659,$272.00,F,AV,NE,$272.00,GHI000141852,CR,02-Aug-19,20-24,O,0
32732,$789.00,F,AV,M,$788.57,GHI000140573,CR,27-Mar-17,45-49,AM,0
38352,"$1,920.00",F,AV,NE,"$1,920.00",GHI001618707,CR,16-Dec-19,40-44,C,0
16414,"$1,080.00",M,AV,M,"$1,080.00",GHI000084252,CR,05-Oct-20,30-34,O,0
26508,"$1,410.00",F,AV,PP,"$1,410.00",GHI002022657,CR,28-Jul-20,25-29,AM,0
26547,$520.00,F,AV,NE,$520.00,GHI000094919,CR,20-May-20,20-24,C,0
36915,$459.00,F,RP,M,$459.00,GHI000514824,CR,25-Mar-20,18-19,O,0
20316,$920.00,M,RP,M,$920.00,GHI000143720,CR,30-May-19,30-34,W,0
31541,"$1,920.00",F,AV,U,"$1,920.00",GHI000137495,CR,08-Aug-17,18-19,O,0
32733,$403.00,M,AV,M,$402.86,GHI000140573,CR,31-Mar-17,55-59,AM,0
12883,$600.00,M,AV,M,$600.00,GHI000087300,CR,06-Mar-20,45-49,BP,0
13352,"$1,640.00",M,AV,O,"$1,640.00",GHI001265672,CR,30-Dec-16,35-39,W,0
12429,$444.00,F,AV,NE,$444.00,GHI001304576,CR,26-Apr-19,30-34,O,0
7659,$649.00,F,AV,M,$649.48,GHI000151115,CR,25-Jun-18,20-24,AM,0
14739,$264.00,M,AV,M,$264.00,GHI000135471,CR,06-Jul-17,50-54,O,0
19232,$280.00,M,AV,M,$280.00,GHI000159249,CR,02-Feb-18,30-34,EC,0
37168,$173.00,M,AV,PP,$172.50,GHI001457921,CR,19-Oct-20,60-64,EC,0
7743,$900.00,M,AV,PP,$900.00,GHI000151115,CR,04-Jul-19,20-24,AM,0
10716,$780.00,F,AV,M,$780.00,GHI000338712,CR,17-Feb-17,40-44,NL,0
8541,$700.00,M,AV,NE,$700.00,GHI000384006,CR,19-Feb-18,50-54,S,0
33874,$927.00,F,AV,M,$926.66,GHI000134914,CR,20-Mar-18,65+,AM,0
3000,$270.00,M,AV,M,$270.00,GHI001560064,CR,13-Sep-18,50-54,C,0
17225,$560.00,F,AV,M,$560.00,GHI000208151,CR,15-Apr-19,25-29,NL,0
9740,$179.00,F,AV,O,$179.00,GHI000096235,CR,11-Apr-18,65+,Wlg,0
11380,"$1,350.00",F,AV,NE,"$1,350.00",GHI000548369,CR,02-Jun-20,25-29,C,0
16717,"$1,150.00",F,RP,PP,"$1,150.00",GHI001565954,CR,16-Jul-18,25-29,AM,0
5987,"$1,650.00",M,AV,M,"$1,650.00",GHI000881664,CR,19-Jul-19,35-39,AM,1
35853,$560.00,F,AV,O,$560.00,GHI000504087,CR,18-Sep-18,25-29,W,0
19865,$314.00,F,AV,M,$313.88,GHI001393163,CR,12-Sep-19,35-39,W,0
6404,$940.00,F,RP,NE,$940.00,GHI000812552,CR,07-Mar-19,35-39,T,0
15844,$680.00,M,RP,O,$680.00,GHI000084252,CR,12-Sep-18,30-34,AM,0
14983,$248.00,M,AV,M,$248.00,GHI000135471,CR,28-May-20,55-59,O,0
22712,$460.00,F,AV,PP,$460.00,GHI000951591,CR,20-Sep-18,65+,AM,0
35549,$960.00,F,AV,PP,$960.00,GHI000088604,CR,09-Apr-19,20-24,AM,0
10838,$175.00,F,AV,M,$175.00,GHI001682742,CR,02-Sep-20,20-24,S,0
22254,$495.00,M,AV,NE,$495.00,GHI000256013,CR,11-Oct-18,40-44,S,0
36735,$270.00,F,AV,NE,$270.00,GHI000686612,CR,25-Jun-19,50-54,T,0
30831,$260.00,F,RP,M,$260.00,GHI000137473,CR,09-Dec-19,20-24,AM,0
30225,"$1,240.00",F,RP,NE,"$1,240.00",GHI000322562,CR,05-Nov-18,35-39,AM,0
38361,$800.00,M,AV,M,$800.00,GHI001359880,CR,03-Jul-17,25-29,AM,0
3432,"$1,300.00",F,AV,O,"$1,299.79",GHI000081732,CR,16-Feb-17,65+,W,0
10886,$460.00,M,AV,PP,$460.00,GHI001653788,CR,08-Feb-19,20-24,AM,0
6391,"$1,500.00",F,AV,NE,"$1,500.00",GHI000812552,CR,14-May-18,20-24,T,0
8612,$720.00,F,AV,NE,$720.00,GHI000866061,CR,11-Feb-19,20-24,O,0
35740,$385.00,F,AV,NE,$385.00,GHI000094032,CR,15-Feb-18,20-24,C,0
15019,$492.00,F,AV,M,$492.00,GHI000135471,CR,01-Jul-20,50-54,O,0
1745,$115.00,M,AV,PP,$115.00,GHI000094256,CR,27-Oct-17,40-44,S,0
34812,$750.00,M,AV,M,$750.00,GHI000465937,CR,29-Oct-18,20-24,T,0
729,"$1,320.00",F,AV,NE,"$1,320.00",GHI000166435,CR,28-Jan-19,35-39,C,0
14176,$760.00,M,RP,NE,$760.00,GHI000802562,CR,25-Mar-19,25-29,AM,0
19295,$550.00,F,AV,NE,$550.00,GHI000727567,CR,09-Jun-20,25-29,AM,0
35640,$314.00,F,AV,NE,$314.25,GHI000143177,CR,23-Dec-16,55-59,C,0
2120,$300.00,M,AV,NE,$300.00,GHI001534472,CR,18-May-18,40-44,N,0
15381,$440.00,M,AV,NE,$440.00,GHI000160129,CR,13-Mar-17,60-64,C,0
3205,"$3,321.00",M,AV,PP,"$3,321.00",GHI000086145,CR,03-Aug-17,30-34,AM,0
6938,"$1,400.00",F,AV,NE,"$1,400.00",GHI000084021,CR,22-Nov-17,20-24,O,0
9314,$170.00,M,AV,M,$170.00,GHI000091678,CR,29-Aug-19,50-54,C,0
26536,"$1,680.00",F,AV,M,"$1,680.00",GHI001794560,CR,02-Sep-19,18-19,O,0
22553,$700.00,F,AV,NE,$700.00,GHI000349460,CR,19-Jul-19,25-29,W,0
24324,$425.00,M,RP,PP,$425.00,GHI000076584,CR,12-Nov-18,30-34,AM,0
13899,$870.00,F,AV,O,$870.00,GHI001621276,CR,21-Aug-20,20-24,AM,0
36178,"$1,760.00",M,AV,NE,"$1,760.00",GHI000179530,CR,27-May-20,65+,C,0
35490,$260.00,F,AV,NE,$260.00,GHI000089345,CR,20-Feb-18,50-54,C,0
199,$400.00,M,AV,NE,$400.00,GHI001357314,CR,05-Aug-20,25-29,EC,0
33942,$530.00,F,RP,PP,$530.00,GHI001315607,CR,11-Jan-18,45-49,AM,0
20096,$150.00,M,AV,NE,$150.00,GHI000143720,CR,08-Nov-19,30-34,W,0
23379,$150.00,M,RP,NE,$150.00,GHI000149529,CR,01-Jul-19,40-44,Wlg,0
1305,$480.00,M,AV,M,$480.00,GHI000877574,CR,25-Sep-19,45-49,BP,0
35748,$425.00,F,AV,M,$425.00,GHI000094032,CR,04-Jan-19,25-29,O,0
24839,$140.00,M,AV,O,$140.00,GHI000854560,CR,08-Mar-17,65+,AM,0
14783,$212.00,M,AV,NE,$212.00,GHI000135471,CR,06-Jun-18,40-44,O,0
2042,"$1,800.00",F,AV,M,"$1,800.00",GHI000149262,CR,08-Nov-18,25-29,O,0
32676,$675.00,M,AV,M,$675.00,GHI000141841,CR,30-Oct-20,30-34,AM,0
5890,"$1,420.00",F,AV,M,"$1,420.25",GHI000413963,CR,06-Nov-18,50-54,AM,0
22295,"$1,163.00",F,AV,M,"$1,162.65",GHI000175379,CR,25-Jun-20,60-64,EC,0
24567,$240.00,F,AV,M,$240.00,GHI000170760,CR,19-Nov-18,25-29,AM,0
14387,$119.00,M,AV,PP,$119.00,GHI000135471,CR,08-Aug-18,55-59,O,0
12076,$222.00,F,AV,O,$222.00,GHI001304576,CR,14-Aug-18,25-29,O,0
25139,$980.00,M,AV,M,$979.66,GHI000090706,CR,26-Feb-19,50-54,Wlg,0
16042,$360.00,M,AV,NE,$360.00,GHI000084252,CR,09-Oct-20,25-29,AM,0
1052,$250.00,F,AV,O,$250.00,GHI000877574,CR,12-Mar-19,50-54,BP,0
20892,"$1,170.00",F,AV,NE,"$1,170.00",GHI001594885,CR,04-Sep-18,45-49,BP,0
2667,$780.00,M,RP,NE,$780.00,GHI000873735,CR,31-Jul-17,20-24,O,0
38645,$145.00,M,AV,M,$145.00,GHI000873223,CR,15-Mar-17,25-29,EC,0
20158,$440.00,M,RP,M,$440.00,GHI000143720,CR,15-Mar-17,35-39,W,0
4119,$855.00,M,AV,M,$855.00,GHI000275983,CR,27-Jul-18,20-24,AM,0
564,$700.00,F,RP,M,$700.00,GHI001292032,CR,09-Jun-17,40-44,EC,0
16975,$340.00,M,AV,O,$340.30,GHI000432394,CR,22-Oct-19,35-39,EC,0
25078,$635.00,F,AV,NE,$635.00,GHI001856776,CR,28-Aug-20,30-34,NL,0
13357,"$1,100.00",M,AV,PP,"$1,100.00",GHI000976902,CR,16-Jul-20,25-29,AM,0
6124,$160.00,F,AV,NE,$159.50,GHI001140745,CR,21-Sep-18,55-59,BP,0
37460,$840.00,M,RP,M,$840.00,GHI000076589,CR,02-Nov-18,25-29,AM,0
73,"$1,120.00",M,AV,M,"$1,120.00",GHI001425921,CR,21-Mar-19,25-29,AM,0
25390,$999.00,M,AV,U,$999.35,GHI000075400,CR,02-Sep-20,18-19,AM,0
4622,"$1,440.00",F,RP,M,"$1,440.00",GHI001306368,CR,02-Nov-17,35-39,AM,0
23340,$150.00,M,AV,M,$150.00,GHI000149529,CR,26-Jun-17,50-54,Wlg,0
34486,$280.00,F,RP,NE,$280.00,GHI000077887,CR,22-May-17,40-44,BP,0
26116,$443.00,F,AV,NE,$442.50,GHI000191036,CR,23-Jul-20,50-54,T,0
37744,$420.00,F,AV,M,$420.00,GHI000699648,CR,31-Jul-20,65+,AM,0
10588,$307.00,M,AV,NE,$307.20,GHI001707533,CR,03-Oct-19,60-64,T,0
34795,$220.00,F,AV,O,$220.00,GHI000465937,CR,13-Jul-17,25-29,T,0
7090,$171.00,M,AV,M,$171.00,GHI001743619,CR,25-Sep-20,30-34,C,0
25797,"$3,030.00",M,AV,M,"$3,030.30",GHI000925704,CR,17-Feb-20,45-49,AM,0
31104,$325.00,F,AV,M,$325.00,GHI000137495,CR,28-Jun-17,25-29,AM,0
10241,"$1,180.00",M,AV,PP,"$1,180.00",GHI000216613,CR,01-Dec-16,40-44,AM,0
4609,"$1,100.00",F,AV,M,"$1,100.00",GHI001306368,CR,22-May-17,20-24,AM,0
23890,"$1,400.00",F,AV,PP,"$1,400.00",GHI001574414,CR,21-Aug-18,25-29,O,0
9459,"$1,580.00",F,AV,O,"$1,580.00",GHI000091678,CR,12-Feb-19,35-39,O,0
31831,"$2,346.00",M,AV,PP,"$2,346.00",GHI000137495,CR,27-Nov-19,30-34,AM,0
11377,"$1,185.00",F,AV,M,"$1,185.00",GHI000548369,CR,28-Aug-17,25-29,C,0
24197,$960.00,F,AV,M,$960.00,GHI000076584,CR,24-Jul-20,20-24,AM,0
25063,$456.00,M,AV,M,$455.74,GHI000171032,CR,05-May-20,60-64,Wlg,0
998,$200.00,M,AV,NE,$200.00,GHI000877574,CR,21-Sep-18,25-29,BP,0
37816,"$1,500.00",F,AV,NE,"$1,500.00",GHI000699648,CR,24-Aug-20,25-29,EC,0
24140,$495.00,F,AV,PP,$495.00,GHI000076584,CR,29-Nov-18,20-24,AM,0
33163,"$1,800.00",F,AV,M,"$1,800.00",GHI000140573,CR,23-May-19,35-39,AM,0
19242,$140.00,F,AV,NE,$140.00,GHI000159249,CR,09-Mar-17,50-54,EC,0
9060,$871.00,F,AV,O,$871.33,GHI001203719,CR,26-Jun-17,20-24,Wlg,0
33990,$120.00,M,AV,NE,$120.00,GHI001315607,CR,02-Dec-19,45-49,AM,0
10194,$525.00,F,AV,O,$525.00,GHI000076309,CR,05-Aug-20,18-19,O,0
34673,$340.00,M,AV,NE,$340.40,GHI000079227,CR,05-Aug-19,65+,O,0
8762,$400.00,M,AV,NE,$400.00,GHI000467201,CR,14-Sep-17,55-59,O,0
36212,$52.00,F,AV,O,$52.00,GHI000075520,CR,24-Feb-17,40-44,O,0
17252,$390.00,M,AV,M,$390.00,GHI000208151,CR,04-Nov-19,65+,NL,0
25661,$200.00,M,AV,M,$200.00,GHI000100692,CR,18-May-17,45-49,NL,0
13100,$790.00,F,AV,O,$790.00,GHI000146188,CR,18-Mar-20,35-39,AM,0
23703,$245.00,F,RP,M,$245.00,GHI000154961,CR,15-Sep-20,25-29,O,0
3146,$410.00,F,AV,PP,$410.00,GHI000086145,CR,05-Oct-18,25-29,AM,0
5468,"$1,240.00",F,AV,NE,"$1,240.00",GHI000930591,CR,18-Sep-19,30-34,O,0
18413,$850.00,F,AV,NE,$850.00,GHI000396807,CR,30-Sep-20,55-59,O,0
16294,"$1,050.00",M,RP,M,"$1,050.00",GHI000084252,CR,17-May-19,45-49,AM,0
25123,$175.00,F,AV,M,$175.00,GHI000166497,CR,14-Mar-19,35-39,O,0
36579,$140.00,F,AV,M,$140.00,GHI001236994,CR,15-Sep-20,35-39,S,0
5244,"$2,320.00",F,RP,NE,"$2,320.00",GHI000844291,CR,22-Jul-19,25-29,O,0
29657,$550.00,F,AV,O,$550.00,GHI000134162,CR,13-Feb-19,55-59,AM,0
727,$800.00,F,AV,M,$800.00,GHI000166435,CR,04-Jan-17,25-29,C,0
30547,$773.00,M,AV,NE,$773.33,GHI000599590,CR,27-Nov-18,20-24,AM,0
13869,"$1,550.00",M,AV,M,"$1,550.00",GHI001621276,CR,29-Jun-20,45-49,AM,0
16748,$860.00,F,AV,M,$860.00,GHI001407489,CR,15-Sep-17,30-34,C,0
15447,"$1,500.00",F,AV,M,"$1,500.00",GHI001900547,CR,27-Feb-20,25-29,N,0
11281,$700.00,F,AV,NE,$700.00,GHI000416270,CR,01-Nov-17,40-44,BP,0
24844,"$1,640.00",F,RP,O,"$1,640.00",GHI000854560,CR,05-Jul-17,20-24,AM,0
19072,$480.00,M,AV,M,$480.00,GHI000425222,CR,29-Dec-17,20-24,NL,0
26037,$859.00,M,AV,M,$858.58,GHI000314145,CR,28-Nov-19,65+,T,0
