,Applied,Gender,Payment_Method,Location,Received,Id,Reason,Date,Age,Area,True_False
93027,$250.00,F,AV,NE,$250.00,GHI000091662,RA,01-Nov-17,45-49,S,0
132311,$380.00,M,AV,NE,$380.00,GHI001415942,RA,28-Jun-19,25-29,C,0
115604,$620.00,M,AV,M,$620.00,GHI000088570,RA,14-Dec-16,25-29,W,0
111988,$330.00,F,AV,NE,$330.00,GHI000094277,RA,21-Mar-19,40-44,C,0
107740,"$1,220.00",F,AV,NE,"$1,220.00",GHI000101447,RA,22-Feb-19,55-59,AM,0
16946,$150.00,F,AV,M,$150.00,GHI000141577,RA,08-Feb-18,30-34,EC,0
28028,$360.00,F,AV,M,$360.00,GHI000141892,RA,22-Feb-18,25-29,AM,0
89342,$387.00,M,AV,NE,$387.00,GHI000097584,RA,20-Jun-18,65+,S,0
58483,$226.00,M,AV,M,$226.00,GHI000112669,RA,05-Jun-19,30-34,O,0
65669,$152.00,F,AV,NE,$152.00,GHI000112669,RA,14-Sep-20,55-59,O,0
106209,$570.00,F,AV,M,$570.00,GHI001704983,RA,26-Aug-19,35-39,Wlg,0
38363,$250.00,F,AV,M,$250.00,GHI000537115,RA,07-Nov-20,45-49,C,0
131566,$360.00,F,AV,NE,$360.00,GHI001852170,RA,09-Jan-20,55-59,S,0
49307,$236.00,M,AV,O,$236.00,GHI000112669,RA,29-Sep-17,35-39,O,0
141773,$345.00,M,AV,M,$345.00,GHI001853440,RA,25-Jun-20,30-34,AM,0
93424,$520.00,M,AV,PP,$520.00,GHI000137493,RA,30-Aug-17,40-44,AM,0
124707,$400.00,F,AV,U,$400.00,GHI001177100,RA,12-Feb-20,25-29,AM,0
7998,$585.00,M,AV,PP,$585.00,GHI000143720,RA,24-Nov-17,40-44,W,0
49422,$210.00,F,AV,O,$210.00,GHI000112669,RA,06-Oct-17,25-29,O,0
140444,$395.00,M,AV,NE,$395.00,GHI000482049,RA,19-Sep-19,45-49,C,0
38730,$250.00,M,AV,NE,$250.00,GHI000104333,RA,23-Jun-20,30-34,S,0
106387,$400.00,M,RP,NE,$400.00,GHI001300756,RA,30-Apr-19,25-29,S,0
99624,$390.00,M,AV,NE,$390.00,GHI000155446,RA,28-Nov-17,18-19,C,0
98149,$750.00,M,RP,NE,$750.00,GHI000087583,RA,07-Jun-18,45-49,NL,0
133536,$425.00,F,AV,M,$425.00,GHI001613056,RA,15-Oct-20,45-49,NL,0
45250,$104.00,F,AV,O,$104.00,GHI000112669,RA,08-Feb-17,30-34,O,0
106799,$410.00,M,AV,U,$410.00,GHI000080703,RA,03-Jan-18,65+,W,0
103772,$120.00,M,AV,M,$120.00,GHI000096078,RA,12-Dec-18,25-29,O,0
67258,$238.00,F,AV,M,$237.50,GHI000688906,RA,08-Apr-20,20-24,O,0
84594,$500.00,M,AV,M,$500.00,GHI000730143,RA,16-Feb-17,40-44,AM,0
60296,$226.00,F,AV,M,$226.00,GHI000112669,RA,05-Sep-19,20-24,O,0
34285,$550.00,F,AV,M,$550.00,GHI000481039,RA,16-Jul-18,65+,EC,0
26183,$720.00,F,RP,M,$720.00,GHI000091148,RA,16-Jul-20,20-24,O,0
115231,$320.00,F,AV,NE,$320.00,GHI001485842,RA,24-May-19,40-44,S,0
69148,$611.00,F,AV,NE,$611.02,GHI000107028,RA,12-Jun-20,20-24,C,0
87928,$450.00,F,AV,M,$450.00,GHI000081908,RA,28-Apr-17,65+,NL,0
41377,$200.00,F,AV,PP,$200.00,GHI001354498,RA,26-Sep-18,65+,O,0
45858,$86.00,F,AV,PP,$86.00,GHI000112669,RA,14-Mar-17,20-24,O,0
94385,$380.00,F,AV,M,$380.00,GHI000722944,RA,13-Aug-19,40-44,W,0
22924,$450.00,F,AV,M,$450.00,GHI001602816,RA,12-Oct-20,45-49,NL,0
131955,$450.00,F,AV,NE,$450.00,GHI001319175,RA,27-May-20,30-34,Wlg,0
92461,"$1,090.00",F,AV,PP,"$1,090.00",GHI001766682,RA,02-Sep-19,30-34,AM,0
44199,$221.00,M,RP,M,$221.00,GHI000112669,RA,06-Dec-16,30-34,O,0
50017,$280.00,F,AV,PP,$280.00,GHI000112669,RA,14-Nov-17,20-24,O,0
66565,$316.00,M,AV,NE,$316.00,GHI000112669,RA,11-Nov-20,30-34,O,0
116866,$65.00,F,AV,M,$65.00,GHI000082226,RA,27-Jul-20,18-19,O,0
22538,$124.00,M,AV,NE,$124.00,GHI000091676,RA,08-Sep-20,40-44,O,0
64925,$226.00,F,AV,M,$226.00,GHI000112669,RA,29-Jul-20,35-39,O,0
9368,$210.00,M,AV,M,$210.00,GHI000149529,RA,19-Sep-19,30-34,Wlg,0
73489,$270.00,M,AV,M,$270.00,GHI000312072,RA,12-Jul-18,45-49,AM,0
52376,$106.00,M,AV,NE,$106.00,GHI000112669,RA,23-Apr-18,35-39,O,0
49845,$276.00,F,AV,M,$276.00,GHI000112669,RA,07-Nov-17,25-29,O,0
43859,$500.00,F,AV,M,$500.00,GHI001468947,RA,29-Jan-20,30-34,W,0
141326,$750.00,F,RP,NE,$750.00,GHI001890304,RA,06-Mar-20,40-44,AM,0
30206,$680.00,F,AV,M,$680.00,GHI001317138,RA,01-May-17,50-54,C,0
125999,"$1,120.00",F,AV,NE,"$1,120.00",GHI001778451,RA,09-Aug-19,25-29,Wlg,0
10277,$370.00,M,AV,PP,$370.00,GHI000182821,RA,05-Dec-18,55-59,W,0
112113,$550.00,F,AV,M,$550.00,GHI002087428,RA,16-Oct-20,40-44,AM,0
39920,$270.00,F,AV,NE,$270.00,GHI000157244,RA,22-Feb-17,20-24,S,0
5187,$180.00,F,AV,M,$180.00,GHI000087300,RA,21-Mar-19,20-24,BP,0
26916,$380.00,F,AV,O,$380.00,GHI001368585,RA,22-Oct-20,50-54,AM,0
66333,$266.00,F,AV,O,$266.00,GHI000112669,RA,27-Oct-20,25-29,O,0
34208,$400.00,F,AV,NE,$400.00,GHI000990724,RA,17-Jul-19,45-49,O,0
104423,$240.00,M,AV,NE,$240.00,GHI000096100,RA,11-Feb-20,50-54,C,0
105441,$400.00,F,AV,M,$400.00,GHI000096083,RA,19-Oct-20,25-29,T,0
52601,$184.00,M,AV,M,$184.00,GHI000112669,RA,07-May-18,65+,O,0
105046,$300.00,F,AV,M,$300.00,GHI000096083,RA,10-May-17,20-24,AM,0
36171,$148.00,F,AV,M,$147.50,GHI000093188,RA,22-Sep-17,20-24,C,0
122132,$530.00,F,AV,O,$530.00,GHI000099649,RA,28-Jun-19,30-34,AM,0
93862,$207.00,M,AV,M,$207.14,GHI000091744,RA,28-May-18,25-29,C,0
19906,$450.00,F,AV,M,$450.00,GHI000147118,RA,20-Nov-20,40-44,O,0
82277,$420.00,F,AV,M,$420.00,GHI000348435,RA,05-Dec-18,30-34,AM,0
60880,$252.00,M,AV,M,$252.00,GHI000112669,RA,09-Oct-19,35-39,O,0
113533,$560.00,F,AV,NE,$560.00,GHI001135888,RA,09-Feb-17,20-24,Wlg,0
123009,$450.00,F,AV,M,$450.00,GHI001522177,RA,28-May-19,30-34,W,0
52736,$434.00,F,RP,M,$434.00,GHI000112669,RA,17-May-18,35-39,O,0
124506,$200.00,M,AV,O,$200.00,GHI001233676,RA,03-Feb-20,30-34,Wlg,0
68740,$600.00,F,AV,M,$600.00,GHI000143648,RA,24-Sep-20,20-24,AM,0
38029,$155.00,M,AV,NE,$155.00,GHI000877832,RA,20-Sep-17,45-49,S,0
10576,$430.00,F,AV,M,$430.00,GHI000080965,RA,30-Nov-20,30-34,O,0
46930,$210.00,F,AV,M,$210.00,GHI000112669,RA,25-May-17,30-34,O,0
78029,$520.00,F,AV,M,$520.00,GHI000287766,RA,05-Feb-20,20-24,AM,0
43247,$355.00,F,AV,M,$355.00,GHI000444164,RA,06-Jul-18,20-24,BP,0
20257,$900.00,F,AV,M,$900.00,GHI001059584,RA,12-Jun-18,30-34,EC,0
38304,$430.00,M,AV,NE,$430.00,GHI000107038,RA,04-Aug-20,25-29,O,0
18649,$380.00,F,AV,NE,$380.00,GHI000191035,RA,11-Jan-19,65+,C,0
7307,$273.00,M,RP,M,$272.50,GHI001621274,RA,05-Apr-19,20-24,AM,0
88254,$175.00,F,AV,NE,$175.00,GHI000435968,RA,29-Jun-18,35-39,T,0
116531,$535.00,F,AV,O,$535.00,GHI000740105,RA,07-May-19,65+,O,0
99331,$560.00,M,AV,M,$560.00,GHI000437510,RA,03-Oct-20,25-29,AM,0
48707,$210.00,F,AV,M,$210.00,GHI000112669,RA,29-Aug-17,25-29,O,0
14208,$950.00,F,RP,M,$950.00,GHI000179530,RA,30-Jan-19,30-34,T,0
121945,$430.00,F,AV,M,$430.00,GHI000134421,RA,04-Aug-17,20-24,AM,0
98581,$550.00,M,AV,O,$550.00,GHI000775686,RA,04-Jan-18,60-64,AM,0
97083,$225.00,M,AV,NE,$225.00,GHI000134418,RA,04-Oct-17,18-19,Wlg,0
43121,$410.00,F,AV,NE,$410.00,GHI000418058,RA,13-Jul-18,20-24,C,0
82116,$892.00,F,AV,U,$892.25,GHI000850689,RA,30-Mar-17,20-24,AM,0
113806,$500.00,F,AV,M,$500.00,GHI000780038,RA,15-Sep-17,35-39,Wlg,0
73748,$226.00,F,AV,NE,$226.00,GHI000312072,RA,05-Feb-20,25-29,O,0
91090,$600.00,M,RP,M,$600.00,GHI000753413,RA,13-Mar-19,30-34,AM,0
50900,$210.00,F,AV,M,$210.00,GHI000112669,RA,15-Jan-18,20-24,O,0
49211,$88.00,F,AV,M,$88.00,GHI000112669,RA,26-Sep-17,18-19,O,0
23696,$750.00,F,AV,M,$750.00,GHI000079879,RA,25-Sep-18,30-34,AM,0
12164,$255.00,M,AV,M,$255.00,GHI000137495,RA,29-May-18,18-19,O,0
108257,$280.00,M,RP,NE,$280.00,GHI000085542,RA,05-Sep-17,40-44,C,0
79146,$280.00,M,AV,M,$280.00,GHI000086558,RA,09-Mar-18,35-39,C,0
83093,$230.00,M,AV,M,$230.00,GHI000265483,RA,09-Aug-17,20-24,AM,0
79488,$390.00,M,RP,NE,$390.00,GHI000086558,RA,05-Dec-19,20-24,C,0
67368,$370.00,F,AV,NE,$370.00,GHI000139095,RA,14-Nov-17,20-24,NL,0
96768,$334.00,F,RP,NE,$334.00,GHI001206283,RA,07-Jul-20,60-64,O,0
112224,$350.00,M,RP,M,$350.00,GHI002043141,RA,18-Aug-20,60-64,W,0
124079,$850.00,F,AV,M,$850.00,GHI001712144,RA,10-Jun-20,30-34,O,0
4206,$230.00,F,AV,M,$230.00,GHI000088447,RA,04-May-17,20-24,BP,0
137087,$264.00,M,AV,M,$264.00,GHI000099606,RA,15-Jan-18,25-29,Wlg,0
92720,$300.00,M,AV,M,$300.00,GHI001766147,RA,25-Oct-19,35-39,AM,0
110315,$900.00,F,RP,M,$900.00,GHI000145509,RA,06-Aug-19,45-49,EC,0
33323,$430.00,M,AV,O,$430.00,GHI001188866,RA,14-Dec-16,30-34,AM,0
56464,$124.00,M,AV,M,$124.00,GHI000112669,RA,18-Jan-19,25-29,O,0
128447,$360.00,F,AV,M,$360.00,GHI000094154,RA,20-Oct-17,40-44,C,0
111984,$220.00,M,AV,M,$220.00,GHI000094277,RA,06-Jun-18,50-54,C,0
87159,$150.00,M,AV,NE,$150.00,GHI001171465,RA,30-Jun-17,55-59,S,0
65237,$452.00,F,RP,PP,$452.00,GHI000112669,RA,17-Aug-20,30-34,AM,0
105776,$327.00,M,AV,PP,$326.66,GHI001000450,RA,05-Jun-18,30-34,AM,0
30334,$500.00,F,RP,M,$500.00,GHI001554961,RA,05-Jul-18,50-54,EC,0
78551,$450.00,F,AV,PP,$450.00,GHI001738242,RA,16-Sep-20,35-39,AM,0
442,$180.00,M,AV,M,$180.00,GHI000877574,RA,28-Sep-17,50-54,BP,0
103599,$220.00,M,AV,M,$220.00,GHI000925713,RA,16-May-19,55-59,T,0
52305,$132.00,F,AV,NE,$132.00,GHI000112669,RA,17-Apr-18,40-44,O,0
51008,$132.00,M,AV,NE,$132.00,GHI000112669,RA,22-Jan-18,45-49,O,0
30022,$230.00,M,AV,M,$230.00,GHI000903173,RA,03-Oct-19,25-29,AM,0
131224,$180.00,M,AV,NE,$180.00,GHI000100146,RA,18-Sep-19,40-44,S,0
65434,$266.00,F,AV,NE,$266.00,GHI000112669,RA,31-Aug-20,35-39,O,0
94684,$200.00,M,AV,M,$200.00,GHI001293826,RA,02-Sep-20,18-19,Wlg,0
26955,$675.00,F,AV,M,$675.00,GHI000334343,RA,22-Nov-19,20-24,AM,0
117831,$300.00,F,AV,M,$300.00,GHI001533194,RA,11-May-18,55-59,BP,0
62220,$248.00,F,AV,NE,$248.00,GHI000112669,RA,30-Dec-19,25-29,O,0
36258,$420.00,M,AV,NE,$420.00,GHI000944899,RA,19-Dec-19,50-54,AM,0
62468,$264.00,F,AV,M,$264.00,GHI000112669,RA,20-Jan-20,25-29,O,0
52719,$210.00,F,AV,U,$210.00,GHI000112669,RA,16-May-18,20-24,O,0
103843,$270.00,F,AV,NE,$270.00,GHI000096087,RA,31-May-17,65+,C,0
7036,$330.00,M,AV,M,$330.00,GHI000955908,RA,25-Jun-18,40-44,AM,0
3877,"$1,700.00",F,AV,NE,"$1,700.00",GHI000091678,RA,16-Jun-17,30-34,C,0
110129,$539.00,M,AV,PP,$538.98,GHI000149254,RA,28-May-20,40-44,AM,0
24643,$500.00,M,AV,M,$500.00,GHI001712153,RA,01-May-19,45-49,AM,0
6344,$900.00,M,RP,M,$900.00,GHI000084252,RA,20-Dec-17,35-39,AM,0
124578,$225.00,M,AV,NE,$225.00,GHI001575682,RA,24-Jan-20,40-44,O,0
103893,$300.00,F,AV,NE,$300.00,GHI000096087,RA,15-Jan-19,40-44,C,0
30678,$620.00,F,AV,O,$620.00,GHI000103223,RA,06-Jun-19,25-29,BP,0
142512,$90.00,F,AV,M,$90.00,GHI000081943,RA,13-Feb-19,20-24,BP,0
70433,$350.00,F,AV,O,$350.00,GHI001343491,RA,09-Aug-17,25-29,AM,0
130839,$158.00,M,AV,NE,$158.00,GHI000100610,RA,18-Dec-19,65+,O,0
114506,$185.00,M,AV,M,$185.00,GHI001429524,RA,13-Aug-18,55-59,C,0
19912,$165.00,M,AV,M,$165.00,GHI000147030,RA,05-Feb-18,30-34,W,0
9194,$535.00,F,RP,O,$535.00,GHI000203014,RA,12-Sep-18,30-34,AM,0
55133,$106.00,F,AV,M,$106.00,GHI000112669,RA,17-Oct-18,30-34,O,0
134551,$580.00,F,AV,M,$580.00,GHI000611335,RA,01-Jun-18,45-49,AM,0
31407,$480.00,M,AV,NE,$480.00,GHI000142350,RA,19-Apr-17,40-44,S,0
13211,$580.00,F,AV,O,$580.00,GHI000255752,RA,23-Nov-20,65+,AM,0
8786,$400.00,F,AV,PP,$400.00,GHI000535050,RA,16-May-19,30-34,Wlg,0
18104,$136.00,F,AV,M,$136.00,GHI000096195,RA,13-Dec-19,45-49,O,0
